source_dataset,image_path,source_label,canonical_label,split_role,include_in_known_training,notes,split,active_learning_stage,review_id,human_observation,reviewed_label,reviewed_action,reviewer_notes
realwaste,ml\data\raw\realwaste\Cardboard\Cardboard_366.jpg,cardboard,cardboard,known,true,Stage 1 active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: paper.,known_train,stage_01_after_trashnet_baseline,stage01_al_0001,cardboard,cardboard,add_to_training,
realwaste,ml\data\raw\realwaste\Cardboard\Cardboard_142.jpg,cardboard,cardboard,known,true,Stage 1 active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: plastic.,known_train,stage_01_after_trashnet_baseline,stage01_al_0002,cardboard,cardboard,add_to_training,
realwaste,ml\data\raw\realwaste\Cardboard\Cardboard_171.jpg,cardboard,cardboard,known,true,Stage 1 active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: plastic.,known_train,stage_01_after_trashnet_baseline,stage01_al_0003,cardboard,cardboard,add_to_training,
realwaste,ml\data\raw\realwaste\Cardboard\Cardboard_210.jpg,cardboard,cardboard,known,true,Stage 1 active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: plastic.,known_train,stage_01_after_trashnet_baseline,stage01_al_0004,cardboard,cardboard,add_to_training,
realwaste,ml\data\raw\realwaste\Cardboard\Cardboard_148.jpg,cardboard,cardboard,known,true,Stage 1 active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: metal.,known_train,stage_01_after_trashnet_baseline,stage01_al_0005,cardboard,cardboard,add_to_training,
realwaste,ml\data\raw\realwaste\Cardboard\Cardboard_384.jpg,cardboard,cardboard,known,true,Stage 1 active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: metal.,known_train,stage_01_after_trashnet_baseline,stage01_al_0006,cardboard,cardboard,add_to_training,
realwaste,ml\data\raw\realwaste\Cardboard\Cardboard_267.jpg,cardboard,cardboard,known,true,Stage 1 active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: plastic.,known_train,stage_01_after_trashnet_baseline,stage01_al_0007,cardboard,cardboard,add_to_training,
realwaste,ml\data\raw\realwaste\Cardboard\Cardboard_245.jpg,cardboard,cardboard,known,true,Stage 1 active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: plastic.,known_train,stage_01_after_trashnet_baseline,stage01_al_0008,cardboard,cardboard,add_to_training,
realwaste,ml\data\raw\realwaste\Cardboard\Cardboard_347.jpg,cardboard,cardboard,known,true,Stage 1 active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: plastic.,known_train,stage_01_after_trashnet_baseline,stage01_al_0009,cardboard,cardboard,add_to_training,
realwaste,ml\data\raw\realwaste\Cardboard\Cardboard_126.jpg,cardboard,cardboard,known,true,Stage 1 active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: paper.,known_train,stage_01_after_trashnet_baseline,stage01_al_0010,cardboard,cardboard,add_to_training,
realwaste,ml\data\raw\realwaste\Cardboard\Cardboard_354.jpg,cardboard,cardboard,known,true,Stage 1 active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: paper.,known_train,stage_01_after_trashnet_baseline,stage01_al_0011,cardboard,cardboard,add_to_training,
realwaste,ml\data\raw\realwaste\Cardboard\Cardboard_358.jpg,cardboard,cardboard,known,true,Stage 1 active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: paper.,known_train,stage_01_after_trashnet_baseline,stage01_al_0012,cardboard,cardboard,add_to_training,
realwaste,ml\data\raw\realwaste\Cardboard\Cardboard_67.jpg,cardboard,cardboard,known,true,Stage 1 active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: paper.,known_train,stage_01_after_trashnet_baseline,stage01_al_0013,cardboard,cardboard,add_to_training,
realwaste,ml\data\raw\realwaste\Cardboard\Cardboard_83.jpg,cardboard,cardboard,known,true,Stage 1 active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: plastic.,known_train,stage_01_after_trashnet_baseline,stage01_al_0014,cardboard,cardboard,add_to_training,
realwaste,ml\data\raw\realwaste\Cardboard\Cardboard_349.jpg,cardboard,cardboard,known,true,Stage 1 active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: metal.,known_train,stage_01_after_trashnet_baseline,stage01_al_0015,cardboard,cardboard,add_to_training,
