source_dataset,image_path,source_label,canonical_label,split_role,include_in_known_training,notes,split,active_learning_stage,review_id,human_observation,reviewed_label,reviewed_action,reviewer_notes
garbage_v2,ml\data\raw\garbage_v2\cardboard\cardboard_35.jpg,cardboard,cardboard,known,true,stage_02_after_trashnet_realwaste active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: plastic.,known_train,stage_02_after_trashnet_realwaste,stage02_al_0001,cardboard,cardboard,add_to_training,
garbage_v2,ml\data\raw\garbage_v2\cardboard\cardboard_676.jpg,cardboard,cardboard,known,true,stage_02_after_trashnet_realwaste active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: plastic.,known_train,stage_02_after_trashnet_realwaste,stage02_al_0002,cardboard,cardboard,add_to_training,
garbage_v2,ml\data\raw\garbage_v2\cardboard\cardboard_730.jpg,cardboard,cardboard,known,true,stage_02_after_trashnet_realwaste active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: metal.,known_train,stage_02_after_trashnet_realwaste,stage02_al_0003,cardboard,cardboard,add_to_training,
garbage_v2,ml\data\raw\garbage_v2\cardboard\cardboard_861.jpg,cardboard,cardboard,known,true,stage_02_after_trashnet_realwaste active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: paper.,known_train,stage_02_after_trashnet_realwaste,stage02_al_0004,cardboard,cardboard,add_to_training,
garbage_v2,ml\data\raw\garbage_v2\cardboard\cardboard_573.jpg,cardboard,cardboard,known,true,stage_02_after_trashnet_realwaste active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: metal.,known_train,stage_02_after_trashnet_realwaste,stage02_al_0005,cardboard,cardboard,add_to_training,
garbage_v2,ml\data\raw\garbage_v2\cardboard\cardboard_1405.jpg,cardboard,cardboard,known,true,stage_02_after_trashnet_realwaste active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: metal.,known_train,stage_02_after_trashnet_realwaste,stage02_al_0006,cardboard,cardboard,add_to_training,
garbage_v2,ml\data\raw\garbage_v2\cardboard\cardboard_38.jpg,cardboard,cardboard,known,true,stage_02_after_trashnet_realwaste active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: plastic.,known_train,stage_02_after_trashnet_realwaste,stage02_al_0007,cardboard,cardboard,add_to_training,
garbage_v2,ml\data\raw\garbage_v2\cardboard\cardboard_401.jpg,cardboard,cardboard,known,true,stage_02_after_trashnet_realwaste active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: plastic.,known_train,stage_02_after_trashnet_realwaste,stage02_al_0008,cardboard,cardboard,add_to_training,
garbage_v2,ml\data\raw\garbage_v2\cardboard\cardboard_658.jpg,cardboard,cardboard,known,true,stage_02_after_trashnet_realwaste active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: paper.,known_train,stage_02_after_trashnet_realwaste,stage02_al_0009,cardboard,cardboard,add_to_training,
garbage_v2,ml\data\raw\garbage_v2\cardboard\cardboard_562.jpg,cardboard,cardboard,known,true,stage_02_after_trashnet_realwaste active-learning human-reviewed known addition. Original source reference label: cardboard. Model prediction: plastic.,known_train,stage_02_after_trashnet_realwaste,stage02_al_0010,cardboard,cardboard,add_to_training,
